invoiceno,stockcode,description,quantity,invoicedate,unitprice,customerid,country,total_price,year,month,day,weekday,hour
564324,90030A,SPOTTED WHITE NATURAL SEED NECKLACE,6,2011-08-24 13:26:00,1.0,13694.0,United Kingdom,6.0,2011,8,24,2,13
564324,90030C,BROWN KUKUI COCONUT SEED NECKLACE,6,2011-08-24 13:26:00,1.0,13694.0,United Kingdom,6.0,2011,8,24,2,13
564324,90030B,RED KUKUI COCONUT SEED NECKLACE,6,2011-08-24 13:26:00,1.0,13694.0,United Kingdom,6.0,2011,8,24,2,13
564324,90031,BILI NUT AND WOOD NECKLACE,6,2011-08-24 13:26:00,1.0,13694.0,United Kingdom,6.0,2011,8,24,2,13
564328,POST,POSTAGE,2,2011-08-24 13:42:00,18.0,12662.0,Germany,36.0,2011,8,24,2,13
564329,POST,POSTAGE,2,2011-08-24 13:55:00,18.0,12569.0,Germany,36.0,2011,8,24,2,13
564337,POST,POSTAGE,1,2011-08-24 14:40:00,18.0,12649.0,Germany,18.0,2011,8,24,2,14
564360,POST,POSTAGE,3,2011-08-24 16:13:00,18.0,12471.0,Germany,54.0,2011,8,24,2,16
564367,POST,POSTAGE,1,2011-08-25 09:18:00,18.0,12712.0,Germany,18.0,2011,8,25,3,9
564372,POST,POSTAGE,6,2011-08-25 09:55:00,18.0,12714.0,France,108.0,2011,8,25,3,9
564378,POST,POSTAGE,3,2011-08-25 10:26:00,15.0,12417.0,Belgium,45.0,2011,8,25,3,10
564471,POST,POSTAGE,1,2011-08-25 12:26:00,18.0,12583.0,France,18.0,2011,8,25,3,12
564475,POST,POSTAGE,1,2011-08-25 12:50:00,18.0,12500.0,Germany,18.0,2011,8,25,3,12
564476,POST,POSTAGE,1,2011-08-25 12:57:00,40.0,12610.0,Italy,40.0,2011,8,25,3,12
564479,POST,POSTAGE,2,2011-08-25 13:12:00,18.0,12682.0,France,36.0,2011,8,25,3,13
564481,POST,POSTAGE,3,2011-08-25 13:33:00,15.0,12464.0,Belgium,45.0,2011,8,25,3,13
564482,90030B,RED KUKUI COCONUT SEED NECKLACE,6,2011-08-25 13:40:00,1.0,13149.0,United Kingdom,6.0,2011,8,25,3,13
564510,90030B,RED KUKUI COCONUT SEED NECKLACE,6,2011-08-25 14:42:00,1.0,14194.0,United Kingdom,6.0,2011,8,25,3,14
564531,POST,POSTAGE,2,2011-08-25 15:04:00,18.0,12624.0,France,36.0,2011,8,25,3,15
564539,POST,POSTAGE,2,2011-08-25 15:22:00,40.0,12715.0,Sweden,80.0,2011,8,25,3,15
564558,POST,POSTAGE,2,2011-08-26 08:59:00,40.0,12704.0,Finland,80.0,2011,8,26,4,8
564638,POST,POSTAGE,1,2011-08-26 12:54:00,18.0,13812.0,Germany,18.0,2011,8,26,4,12
564649,POST,POSTAGE,1,2011-08-26 14:13:00,15.0,15611.0,United Kingdom,15.0,2011,8,26,4,14
564654,C2,CARRIAGE,1,2011-08-26 14:29:00,50.0,14911.0,EIRE,50.0,2011,8,26,4,14
564666,POST,POSTAGE,1,2011-08-26 14:51:00,18.0,12492.0,Germany,18.0,2011,8,26,4,14
564670,POST,POSTAGE,6,2011-08-26 15:44:00,18.0,12683.0,France,108.0,2011,8,26,4,15
564749,POST,POSTAGE,2,2011-08-30 08:15:00,18.0,12708.0,Germany,36.0,2011,8,30,1,8
564819,POST,POSTAGE,1,2011-08-30 12:11:00,40.0,12814.0,Poland,40.0,2011,8,30,1,12
564839,23444,Next Day Carriage,1,2011-08-30 12:45:00,15.0,13524.0,United Kingdom,15.0,2011,8,30,1,12
564853,POST,POSTAGE,3,2011-08-31 08:55:00,15.0,12423.0,Belgium,45.0,2011,8,31,2,8
564858,POST,POSTAGE,5,2011-08-31 09:44:00,28.0,12484.0,Spain,140.0,2011,8,31,2,9
564861,POST,POSTAGE,1,2011-08-31 10:21:00,15.0,17315.0,United Kingdom,15.0,2011,8,31,2,10
564863,23444,Next Day Carriage,1,2011-08-31 10:30:00,15.0,15491.0,United Kingdom,15.0,2011,8,31,2,10
564906,POST,POSTAGE,2,2011-08-31 12:18:00,18.0,12682.0,France,36.0,2011,8,31,2,12
564910,23444,Next Day Carriage,1,2011-08-31 12:31:00,15.0,13993.0,United Kingdom,15.0,2011,8,31,2,12
564912,POST,POSTAGE,3,2011-08-31 12:33:00,18.0,12490.0,France,54.0,2011,8,31,2,12
564972,POST,POSTAGE,6,2011-08-31 15:30:00,18.0,12621.0,Germany,108.0,2011,8,31,2,15
565124,POST,POSTAGE,2,2011-09-01 12:09:00,40.0,12436.0,Norway,80.0,2011,9,1,3,12
565197,C2,CARRIAGE,1,2011-09-01 16:16:00,50.0,13376.0,United Kingdom,50.0,2011,9,1,3,16
565239,POST,POSTAGE,3,2011-09-02 09:51:00,18.0,12670.0,France,54.0,2011,9,2,4,9
565246,POST,POSTAGE,4,2011-09-02 10:27:00,15.0,12408.0,Belgium,60.0,2011,9,2,4,10
565261,POST,POSTAGE,2,2011-09-02 10:53:00,18.0,12474.0,Germany,36.0,2011,9,2,4,10
565287,POST,POSTAGE,1,2011-09-02 11:42:00,18.0,12483.0,Sweden,18.0,2011,9,2,4,11
565321,POST,POSTAGE,2,2011-09-02 13:14:00,18.0,12437.0,France,36.0,2011,9,2,4,13
565333,POST,POSTAGE,1,2011-09-02 14:23:00,40.0,12375.0,Finland,40.0,2011,9,2,4,14
565416,POST,POSTAGE,2,2011-09-04 12:00:00,18.0,12710.0,Germany,36.0,2011,9,4,6,12
565423,POST,POSTAGE,1,2011-09-04 12:23:00,18.0,12569.0,Germany,18.0,2011,9,4,6,12
565442,POST,POSTAGE,3,2011-09-04 14:09:00,18.0,12627.0,Germany,54.0,2011,9,4,6,14
565443,POST,POSTAGE,3,2011-09-04 14:22:00,18.0,12567.0,France,54.0,2011,9,4,6,14
565457,C2,CARRIAGE,1,2011-09-05 09:07:00,50.0,14565.0,United Kingdom,50.0,2011,9,5,0,9
565474,C2,CARRIAGE,1,2011-09-05 10:34:00,50.0,14156.0,EIRE,50.0,2011,9,5,0,10
565579,M,Manual,1,2011-09-05 12:35:00,4.0,18283.0,United Kingdom,4.0,2011,9,5,0,12
565583,POST,POSTAGE,1,2011-09-05 12:41:00,40.0,12816.0,Poland,40.0,2011,9,5,0,12
565587,POST,POSTAGE,6,2011-09-05 13:38:00,18.0,12727.0,France,108.0,2011,9,5,0,13
565612,POST,POSTAGE,2,2011-09-05 15:17:00,18.0,12616.0,France,36.0,2011,9,5,0,15
565735,BANK CHARGES,Bank Charges,1,2011-09-06 12:25:00,15.0,16904.0,United Kingdom,15.0,2011,9,6,1,12
565759,POST,POSTAGE,3,2011-09-06 13:46:00,18.0,12720.0,Germany,54.0,2011,9,6,1,13
565765,POST,POSTAGE,2,2011-09-06 14:19:00,18.0,12526.0,Germany,36.0,2011,9,6,1,14
565777,POST,POSTAGE,1,2011-09-06 14:53:00,18.0,12569.0,Germany,18.0,2011,9,6,1,14
565785,POST,POSTAGE,5,2011-09-06 16:57:00,40.0,12461.0,Switzerland,200.0,2011,9,6,1,16
565801,POST,POSTAGE,3,2011-09-07 10:28:00,18.0,12685.0,France,54.0,2011,9,7,2,10
565851,C2,CARRIAGE,1,2011-09-07 13:06:00,50.0,14911.0,EIRE,50.0,2011,9,7,2,13
565854,POST,POSTAGE,4,2011-09-07 13:22:00,18.0,12490.0,France,72.0,2011,9,7,2,13
565870,POST,POSTAGE,1,2011-09-07 15:10:00,15.0,16828.0,United Kingdom,15.0,2011,9,7,2,15
565916,C2,CARRIAGE,1,2011-09-07 16:00:00,50.0,14156.0,EIRE,50.0,2011,9,7,2,16
565929,23444,Next Day Carriage,1,2011-09-08 10:11:00,15.0,15488.0,United Kingdom,15.0,2011,9,8,3,10
565930,POST,POSTAGE,5,2011-09-08 10:32:00,18.0,12685.0,France,90.0,2011,9,8,3,10
565931,POST,POSTAGE,2,2011-09-08 10:35:00,18.0,12683.0,France,36.0,2011,9,8,3,10
565933,POST,POSTAGE,1,2011-09-08 10:43:00,15.0,15885.0,United Kingdom,15.0,2011,9,8,3,10
566040,POST,POSTAGE,2,2011-09-08 13:38:00,28.0,12540.0,Spain,56.0,2011,9,8,3,13
566054,POST,POSTAGE,1,2011-09-08 15:04:00,18.0,12592.0,Germany,18.0,2011,9,8,3,15
566059,POST,POSTAGE,1,2011-09-08 15:22:00,18.0,12569.0,Germany,18.0,2011,9,8,3,15
566080,POST,POSTAGE,1,2011-09-09 10:05:00,15.0,15187.0,United Kingdom,15.0,2011,9,9,4,10
566086,23444,Next Day Carriage,1,2011-09-09 10:16:00,15.0,14051.0,United Kingdom,15.0,2011,9,9,4,10
566115,POST,POSTAGE,1,2011-09-09 10:51:00,18.0,12674.0,France,18.0,2011,9,9,4,10
566173,POST,POSTAGE,1,2011-09-09 12:24:00,15.0,12787.0,Netherlands,15.0,2011,9,9,4,12
566256,POST,POSTAGE,1,2011-09-11 12:27:00,18.0,12680.0,France,18.0,2011,9,11,6,12
566261,C2,CARRIAGE,1,2011-09-11 12:46:00,50.0,13372.0,United Kingdom,50.0,2011,9,11,6,12
566267,POST,POSTAGE,3,2011-09-11 13:32:00,18.0,12647.0,Germany,54.0,2011,9,11,6,13
566268,POST,POSTAGE,3,2011-09-11 13:38:00,18.0,13813.0,Germany,54.0,2011,9,11,6,13
566492,POST,POSTAGE,1,2011-09-13 10:34:00,18.0,12679.0,France,18.0,2011,9,13,1,10
566586,POST,POSTAGE,1,2011-09-13 14:23:00,18.0,12619.0,Germany,18.0,2011,9,13,1,14
566598,POST,POSTAGE,1,2011-09-13 15:35:00,40.0,12664.0,Finland,40.0,2011,9,13,1,15
566736,POST,POSTAGE,2,2011-09-14 14:19:00,18.0,12726.0,France,36.0,2011,9,14,2,14
566739,POST,POSTAGE,3,2011-09-14 14:30:00,18.0,12566.0,Germany,54.0,2011,9,14,2,14
566773,POST,POSTAGE,2,2011-09-15 09:43:00,40.0,12444.0,Norway,80.0,2011,9,15,3,9
566776,C2,CARRIAGE,1,2011-09-15 09:53:00,50.0,14911.0,EIRE,50.0,2011,9,15,3,9
566846,C2,CARRIAGE,1,2011-09-15 11:54:00,50.0,14911.0,EIRE,50.0,2011,9,15,3,11
566865,POST,POSTAGE,1,2011-09-15 12:53:00,15.0,14735.0,United Kingdom,15.0,2011,9,15,3,12
566916,POST,POSTAGE,4,2011-09-15 14:25:00,40.0,12457.0,Switzerland,160.0,2011,9,15,3,14
566918,POST,POSTAGE,1,2011-09-15 14:50:00,18.0,12722.0,France,18.0,2011,9,15,3,14
566984,POST,POSTAGE,3,2011-09-16 10:39:00,18.0,12471.0,Germany,54.0,2011,9,16,4,10
566987,POST,POSTAGE,4,2011-09-16 10:56:00,18.0,12476.0,Germany,72.0,2011,9,16,4,10
567134,POST,POSTAGE,1,2011-09-16 14:20:00,18.0,12600.0,Germany,18.0,2011,9,16,4,14
567191,POST,POSTAGE,3,2011-09-19 09:15:00,18.0,12562.0,France,54.0,2011,9,19,0,9
567196,POST,POSTAGE,2,2011-09-19 10:09:00,15.0,12379.0,Belgium,30.0,2011,9,19,0,10
567252,23444,Next Day Carriage,1,2011-09-19 11:37:00,15.0,13695.0,United Kingdom,15.0,2011,9,19,0,11
567293,POST,POSTAGE,5,2011-09-19 12:01:00,18.0,12640.0,France,90.0,2011,9,19,0,12
567296,POST,POSTAGE,1,2011-09-19 12:19:00,18.0,12682.0,France,18.0,2011,9,19,0,12
567298,POST,POSTAGE,5,2011-09-19 12:29:00,18.0,12497.0,Germany,90.0,2011,9,19,0,12
567300,POST,POSTAGE,3,2011-09-19 12:36:00,18.0,12724.0,France,54.0,2011,9,19,0,12
567305,POST,POSTAGE,2,2011-09-19 13:28:00,18.0,12621.0,Germany,36.0,2011,9,19,0,13
567336,POST,POSTAGE,4,2011-09-19 14:56:00,18.0,12621.0,Germany,72.0,2011,9,19,0,14
567340,POST,POSTAGE,4,2011-09-19 15:02:00,28.0,12540.0,Spain,112.0,2011,9,19,0,15
567342,POST,POSTAGE,1,2011-09-19 15:04:00,10.0,16235.0,United Kingdom,10.0,2011,9,19,0,15
567505,POST,POSTAGE,2,2011-09-20 14:34:00,40.0,12352.0,Norway,80.0,2011,9,20,1,14
567530,POST,POSTAGE,3,2011-09-21 09:33:00,15.0,12390.0,Belgium,45.0,2011,9,21,2,9
567552,POST,POSTAGE,3,2011-09-21 10:40:00,18.0,12583.0,France,54.0,2011,9,21,2,10
567578,POST,POSTAGE,2,2011-09-21 10:47:00,18.0,12701.0,Germany,36.0,2011,9,21,2,10
567616,C2,CARRIAGE,1,2011-09-21 12:23:00,50.0,14911.0,EIRE,50.0,2011,9,21,2,12
567618,POST,POSTAGE,1,2011-09-21 12:26:00,18.0,12721.0,France,18.0,2011,9,21,2,12
567631,C2,CARRIAGE,1,2011-09-21 13:33:00,50.0,13350.0,United Kingdom,50.0,2011,9,21,2,13
567653,POST,POSTAGE,5,2011-09-21 14:35:00,28.0,12550.0,Spain,140.0,2011,9,21,2,14
567666,POST,POSTAGE,4,2011-09-21 15:23:00,18.0,12520.0,Germany,72.0,2011,9,21,2,15
567720,C2,CARRIAGE,1,2011-09-22 10:37:00,50.0,14911.0,EIRE,50.0,2011,9,22,3,10
567756,POST,POSTAGE,3,2011-09-22 10:52:00,18.0,12678.0,France,54.0,2011,9,22,3,10
567793,POST,POSTAGE,4,2011-09-22 11:40:00,18.0,12657.0,France,72.0,2011,9,22,3,11
567795,POST,POSTAGE,6,2011-09-22 11:44:00,15.0,14646.0,Netherlands,90.0,2011,9,22,3,11
567897,POST,POSTAGE,1,2011-09-22 16:07:00,15.0,12364.0,Belgium,15.0,2011,9,22,3,16
567898,90030A,SPOTTED WHITE NATURAL SEED NECKLACE,6,2011-09-22 16:20:00,1.0,13394.0,United Kingdom,6.0,2011,9,22,3,16
567898,90030C,BROWN KUKUI COCONUT SEED NECKLACE,6,2011-09-22 16:20:00,1.0,13394.0,United Kingdom,6.0,2011,9,22,3,16
567898,90031,BILI NUT AND WOOD NECKLACE,6,2011-09-22 16:20:00,1.0,13394.0,United Kingdom,6.0,2011,9,22,3,16
567898,90030B,RED KUKUI COCONUT SEED NECKLACE,6,2011-09-22 16:20:00,1.0,13394.0,United Kingdom,6.0,2011,9,22,3,16
567904,POST,POSTAGE,2,2011-09-22 16:34:00,18.0,12609.0,Germany,36.0,2011,9,22,3,16
567910,POST,POSTAGE,1,2011-09-22 16:58:00,18.0,12437.0,France,18.0,2011,9,22,3,16
567914,POST,POSTAGE,1,2011-09-22 17:14:00,18.0,12647.0,Germany,18.0,2011,9,22,3,17
567915,POST,POSTAGE,3,2011-09-22 17:15:00,18.0,12579.0,France,54.0,2011,9,22,3,17
567924,POST,POSTAGE,1,2011-09-22 17:25:00,18.0,12471.0,Germany,18.0,2011,9,22,3,17
567928,POST,POSTAGE,3,2011-09-22 17:31:00,18.0,12380.0,Belgium,54.0,2011,9,22,3,17
567938,90030B,RED KUKUI COCONUT SEED NECKLACE,6,2011-09-22 18:14:00,1.0,12704.0,Finland,6.0,2011,9,22,3,18
567938,90030A,SPOTTED WHITE NATURAL SEED NECKLACE,6,2011-09-22 18:14:00,1.0,12704.0,Finland,6.0,2011,9,22,3,18
567938,90030C,BROWN KUKUI COCONUT SEED NECKLACE,5,2011-09-22 18:14:00,1.0,12704.0,Finland,5.0,2011,9,22,3,18
567938,POST,POSTAGE,2,2011-09-22 18:14:00,40.0,12704.0,Finland,80.0,2011,9,22,3,18
567958,POST,POSTAGE,2,2011-09-23 09:00:00,18.0,12619.0,Germany,36.0,2011,9,23,4,9
567959,POST,POSTAGE,4,2011-09-23 09:13:00,18.0,12516.0,Germany,72.0,2011,9,23,4,9
567968,POST,POSTAGE,3,2011-09-23 09:44:00,28.0,12546.0,Spain,84.0,2011,9,23,4,9
568001,POST,POSTAGE,1,2011-09-23 11:35:00,28.0,12540.0,Spain,28.0,2011,9,23,4,11
568040,POST,POSTAGE,4,2011-09-23 12:09:00,18.0,12681.0,France,72.0,2011,9,23,4,12
568056,POST,POSTAGE,5,2011-09-23 12:55:00,18.0,12705.0,Germany,90.0,2011,9,23,4,12
568064,23444,Next Day Carriage,1,2011-09-23 13:42:00,15.0,14880.0,United Kingdom,15.0,2011,9,23,4,13
568103,POST,POSTAGE,3,2011-09-23 15:45:00,18.0,12518.0,Germany,54.0,2011,9,23,4,15
568158,PADS,PADS TO MATCH ALL CUSHIONS,1,2011-09-25 12:22:00,0.0,16133.0,United Kingdom,0.0,2011,9,25,6,12
568172,POST,POSTAGE,1,2011-09-25 13:13:00,40.0,12348.0,Finland,40.0,2011,9,25,6,13
568176,POST,POSTAGE,1,2011-09-25 13:25:00,18.0,12685.0,France,18.0,2011,9,25,6,13
568179,POST,POSTAGE,3,2011-09-25 13:39:00,28.0,12545.0,Spain,84.0,2011,9,25,6,13
568188,22502,PICNIC BASKET WICKER SMALL,1,2011-09-25 14:33:00,2.0,16049.0,United Kingdom,2.0,2011,9,25,6,14
568208,POST,POSTAGE,2,2011-09-25 15:35:00,28.0,12783.0,Portugal,56.0,2011,9,25,6,15
568221,C2,CARRIAGE,1,2011-09-26 10:05:00,50.0,14911.0,EIRE,50.0,2011,9,26,0,10
568223,POST,POSTAGE,2,2011-09-26 10:16:00,15.0,12412.0,Denmark,30.0,2011,9,26,0,10
568350,POST,POSTAGE,2,2011-09-26 15:35:00,18.0,12612.0,Germany,36.0,2011,9,26,0,15
568375,BANK CHARGES,Bank Charges,1,2011-09-26 17:01:00,15.0,13405.0,United Kingdom,15.0,2011,9,26,0,17
568384,M,Manual,1,2011-09-27 09:46:00,0.0,12748.0,United Kingdom,0.0,2011,9,27,1,9
568398,POST,POSTAGE,1,2011-09-27 10:26:00,5.0,14543.0,United Kingdom,5.0,2011,9,27,1,10
568472,POST,POSTAGE,2,2011-09-27 11:50:00,18.0,12517.0,Germany,36.0,2011,9,27,1,11
568518,POST,POSTAGE,1,2011-09-27 12:53:00,18.0,12680.0,France,18.0,2011,9,27,1,12
568554,POST,POSTAGE,1,2011-09-27 15:31:00,28.0,12455.0,Spain,28.0,2011,9,27,1,15
568645,POST,POSTAGE,3,2011-09-28 11:38:00,18.0,12656.0,France,54.0,2011,9,28,2,11
568651,POST,POSTAGE,4,2011-09-28 12:04:00,15.0,12362.0,Belgium,60.0,2011,9,28,2,12
568674,POST,POSTAGE,2,2011-09-28 13:30:00,18.0,12708.0,Germany,36.0,2011,9,28,2,13
568680,23444,Next Day Carriage,1,2011-09-28 14:10:00,15.0,18265.0,United Kingdom,15.0,2011,9,28,2,14
568698,C2,CARRIAGE,1,2011-09-28 14:57:00,50.0,14911.0,EIRE,50.0,2011,9,28,2,14
568699,POST,POSTAGE,1,2011-09-28 14:58:00,40.0,12352.0,Norway,40.0,2011,9,28,2,14
568706,C2,CARRIAGE,1,2011-09-28 15:32:00,50.0,14911.0,EIRE,50.0,2011,9,28,2,15
568711,23444,Next Day Carriage,1,2011-09-28 15:48:00,15.0,14947.0,United Kingdom,15.0,2011,9,28,2,15
568798,POST,POSTAGE,3,2011-09-29 10:23:00,18.0,12615.0,France,54.0,2011,9,29,3,10
568872,POST,POSTAGE,2,2011-09-29 12:12:00,15.0,12372.0,Denmark,30.0,2011,9,29,3,12
568950,POST,POSTAGE,2,2011-09-29 15:25:00,40.0,12458.0,Switzerland,80.0,2011,9,29,3,15
568953,POST,POSTAGE,1,2011-09-29 15:31:00,18.0,12728.0,France,18.0,2011,9,29,3,15
568984,21277,FRENCH STYLE EMBOSSED HEART CABINET,1,2011-09-29 15:57:00,12.0,17813.0,United Kingdom,12.0,2011,9,29,3,15
568988,POST,POSTAGE,2,2011-09-29 16:38:00,18.0,12718.0,France,36.0,2011,9,29,3,16
568994,POST,POSTAGE,2,2011-09-29 16:52:00,18.0,12598.0,France,36.0,2011,9,29,3,16
569001,POST,POSTAGE,1,2011-09-29 17:52:00,18.0,12703.0,Germany,18.0,2011,9,29,3,17
569006,C2,CARRIAGE,1,2011-09-29 18:30:00,50.0,16268.0,United Kingdom,50.0,2011,9,29,3,18
569017,POST,POSTAGE,2,2011-09-30 09:22:00,18.0,13813.0,Germany,36.0,2011,9,30,4,9
569018,POST,POSTAGE,1,2011-09-30 09:25:00,40.0,12676.0,Sweden,40.0,2011,9,30,4,9
569028,C2,CARRIAGE,1,2011-09-30 10:20:00,50.0,14911.0,EIRE,50.0,2011,9,30,4,10
569033,POST,POSTAGE,1,2011-09-30 10:40:00,6.0,15611.0,United Kingdom,6.0,2011,9,30,4,10
569089,M,Manual,3,2011-09-30 12:03:00,1.0,13764.0,United Kingdom,3.0,2011,9,30,4,12
569120,POST,POSTAGE,2,2011-09-30 12:58:00,18.0,12583.0,France,36.0,2011,9,30,4,12
569122,POST,POSTAGE,3,2011-09-30 13:06:00,18.0,12694.0,France,54.0,2011,9,30,4,13
569126,C2,CARRIAGE,1,2011-09-30 13:28:00,50.0,13347.0,United Kingdom,50.0,2011,9,30,4,13
569130,C2,CARRIAGE,1,2011-09-30 13:46:00,50.0,14911.0,EIRE,50.0,2011,9,30,4,13
569329,23444,Next Day Carriage,1,2011-10-03 13:03:00,15.0,17652.0,United Kingdom,15.0,2011,10,3,0,13
569332,POST,POSTAGE,2,2011-10-03 13:46:00,18.0,12637.0,France,36.0,2011,10,3,0,13
569402,POST,POSTAGE,1,2011-10-04 09:00:00,18.0,12413.0,France,18.0,2011,10,4,1,9
569487,C2,CARRIAGE,1,2011-10-04 12:55:00,50.0,13351.0,United Kingdom,50.0,2011,10,4,1,12
569496,POST,POSTAGE,2,2011-10-04 13:45:00,15.0,12395.0,Belgium,30.0,2011,10,4,1,13
569522,POST,POSTAGE,1,2011-10-04 14:41:00,40.0,12664.0,Finland,40.0,2011,10,4,1,14
569562,POST,POSTAGE,3,2011-10-05 09:43:00,18.0,12720.0,Germany,54.0,2011,10,5,2,9
569568,POST,POSTAGE,5,2011-10-05 09:57:00,18.0,12700.0,France,90.0,2011,10,5,2,9
569660,23444,Next Day Carriage,1,2011-10-05 13:05:00,15.0,17382.0,United Kingdom,15.0,2011,10,5,2,13
569665,POST,POSTAGE,1,2011-10-05 13:34:00,15.0,12789.0,Netherlands,15.0,2011,10,5,2,13
569686,POST,POSTAGE,2,2011-10-05 14:50:00,18.0,12719.0,France,36.0,2011,10,5,2,14
569716,22778,GLASS CLOCHE SMALL,2,2011-10-06 08:17:00,0.0,15804.0,United Kingdom,0.0,2011,10,6,3,8
569721,POST,POSTAGE,1,2011-10-06 09:28:00,18.0,12628.0,Germany,18.0,2011,10,6,3,9
569727,POST,POSTAGE,2,2011-10-06 09:37:00,18.0,12500.0,Germany,36.0,2011,10,6,3,9
569735,POST,POSTAGE,2,2011-10-06 10:34:00,15.0,14646.0,Netherlands,30.0,2011,10,6,3,10
569739,C2,CARRIAGE,1,2011-10-06 10:48:00,50.0,14911.0,EIRE,50.0,2011,10,6,3,10
569860,POST,POSTAGE,1,2011-10-06 14:37:00,18.0,13812.0,Germany,18.0,2011,10,6,3,14
569861,POST,POSTAGE,3,2011-10-06 14:37:00,18.0,13816.0,Germany,54.0,2011,10,6,3,14
569867,POST,POSTAGE,2,2011-10-06 14:54:00,18.0,12569.0,Germany,36.0,2011,10,6,3,14
569893,POST,POSTAGE,6,2011-10-06 15:51:00,18.0,12627.0,Germany,108.0,2011,10,6,3,15
569904,POST,POSTAGE,3,2011-10-06 16:27:00,15.0,13023.0,United Kingdom,45.0,2011,10,6,3,16
569907,POST,POSTAGE,1,2011-10-06 16:41:00,18.0,12569.0,Germany,18.0,2011,10,6,3,16
569998,POST,POSTAGE,2,2011-10-07 08:12:00,28.0,12540.0,Spain,56.0,2011,10,7,4,8
570007,POST,POSTAGE,3,2011-10-07 09:26:00,18.0,12519.0,Germany,54.0,2011,10,7,4,9
570008,C2,CARRIAGE,1,2011-10-07 09:30:00,50.0,13359.0,United Kingdom,50.0,2011,10,7,4,9
570020,POST,POSTAGE,1,2011-10-07 10:18:00,18.0,12684.0,France,18.0,2011,10,7,4,10
570026,POST,POSTAGE,1,2011-10-07 10:37:00,40.0,12781.0,Czech Republic,40.0,2011,10,7,4,10
570095,POST,POSTAGE,2,2011-10-07 11:57:00,18.0,12528.0,Germany,36.0,2011,10,7,4,11
570189,POST,POSTAGE,1,2011-10-07 15:15:00,18.0,12492.0,Germany,18.0,2011,10,7,4,15
570191,POST,POSTAGE,1,2011-10-07 15:23:00,15.0,12778.0,Netherlands,15.0,2011,10,7,4,15
570267,POST,POSTAGE,1,2011-10-10 10:13:00,18.0,12682.0,France,18.0,2011,10,10,0,10
570409,POST,POSTAGE,2,2011-10-10 13:03:00,18.0,12682.0,France,36.0,2011,10,10,0,13
570413,23444,Next Day Carriage,1,2011-10-10 13:13:00,15.0,17652.0,United Kingdom,15.0,2011,10,10,0,13
570426,C2,CARRIAGE,1,2011-10-10 13:55:00,50.0,13352.0,United Kingdom,50.0,2011,10,10,0,13
570446,POST,POSTAGE,2,2011-10-10 14:49:00,15.0,12431.0,Belgium,30.0,2011,10,10,0,14
570448,M,Manual,3,2011-10-10 14:55:00,1.0,13224.0,United Kingdom,3.0,2011,10,10,0,14
570452,POST,POSTAGE,2,2011-10-10 15:15:00,18.0,12427.0,Germany,36.0,2011,10,10,0,15
570499,POST,POSTAGE,5,2011-10-11 09:19:00,28.0,12772.0,Portugal,140.0,2011,10,11,1,9
570555,23444,Next Day Carriage,1,2011-10-11 11:03:00,15.0,17119.0,United Kingdom,15.0,2011,10,11,1,11
570637,POST,POSTAGE,2,2011-10-11 12:34:00,18.0,12530.0,Germany,36.0,2011,10,11,1,12
570640,POST,POSTAGE,2,2011-10-11 12:38:00,18.0,12474.0,Germany,36.0,2011,10,11,1,12
570651,C2,CARRIAGE,1,2011-10-11 13:34:00,50.0,14911.0,EIRE,50.0,2011,10,11,1,13
570666,POST,POSTAGE,1,2011-10-11 14:24:00,18.0,13919.0,Denmark,18.0,2011,10,11,1,14
570667,POST,POSTAGE,2,2011-10-11 14:33:00,15.0,12362.0,Belgium,30.0,2011,10,11,1,14
570681,POST,POSTAGE,1,2011-10-11 15:45:00,6.0,12381.0,Norway,6.0,2011,10,11,1,15
570694,C2,CARRIAGE,1,2011-10-12 08:10:00,50.0,14911.0,EIRE,50.0,2011,10,12,2,8
570700,C2,CARRIAGE,1,2011-10-12 09:29:00,50.0,14156.0,EIRE,50.0,2011,10,12,2,9
570714,POST,POSTAGE,2,2011-10-12 10:20:00,40.0,13520.0,Switzerland,80.0,2011,10,12,2,10
570718,POST,POSTAGE,2,2011-10-12 10:36:00,18.0,12518.0,Germany,36.0,2011,10,12,2,10
570754,POST,POSTAGE,1,2011-10-12 11:40:00,18.0,12633.0,Germany,18.0,2011,10,12,2,11
570769,POST,POSTAGE,2,2011-10-12 11:43:00,18.0,12664.0,Finland,36.0,2011,10,12,2,11
570784,POST,POSTAGE,1,2011-10-12 11:49:00,18.0,12569.0,Germany,18.0,2011,10,12,2,11
570798,POST,POSTAGE,2,2011-10-12 12:30:00,18.0,12679.0,France,36.0,2011,10,12,2,12
570823,POST,POSTAGE,1,2011-10-12 12:54:00,18.0,12691.0,France,18.0,2011,10,12,2,12
570827,22656,VINTAGE BLUE KITCHEN CABINET,1,2011-10-12 13:14:00,50.0,15831.0,United Kingdom,50.0,2011,10,12,2,13
570841,POST,POSTAGE,2,2011-10-12 14:18:00,18.0,12553.0,France,36.0,2011,10,12,2,14
570851,POST,POSTAGE,1,2011-10-12 14:46:00,18.0,12583.0,France,18.0,2011,10,12,2,14
570875,POST,POSTAGE,4,2011-10-12 17:00:00,40.0,12667.0,Finland,160.0,2011,10,12,2,17
570879,POST,POSTAGE,2,2011-10-13 08:42:00,18.0,12685.0,France,36.0,2011,10,13,3,8
